# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-t" "gene" "-g" "ID" "-F" "GTF" "-T" "4" "-a" "index/reference.gff" "-o" "counts.txt" "bam/SRR10379724.bam" "bam/SRR10379725.bam" "bam/SRR10379726.bam" "bam/SRR10379721.bam" "bam/SRR10379722.bam" "bam/SRR10379723.bam" 
Geneid	Chr	Start	End	Strand	Length	bam/SRR10379724.bam	bam/SRR10379725.bam	bam/SRR10379726.bam	bam/SRR10379721.bam	bam/SRR10379722.bam	bam/SRR10379723.bam
gene-SAOUHSC_00308	CP000253.1	322121	323143	+	1023	461	757	170	835	533	473
gene-SAOUHSC_00309	CP000253.1	323458	324483	+	1026	8373	9004	3315	3436	3312	2140
gene-SAOUHSC_00310	CP000253.1	324576	325922	-	1347	2294	1771	425	2554	3079	1774
gene-SAOUHSC_00311	CP000253.1	325937	326221	-	285	455	316	111	392	556	311
gene-SAOUHSC_00312	CP000253.1	326223	326666	-	444	783	431	90	690	920	433
gene-SAOUHSC_00313	CP000253.1	326671	328626	-	1956	6040	2614	547	2703	3496	1896
gene-SAOUHSC_00314	CP000253.1	328838	329257	+	420	4290	5008	513	10147	8120	5936
gene-SAOUHSC_00315	CP000253.1	329364	330719	+	1356	602	606	49	5548	4518	3214
gene-SAOUHSC_00316	CP000253.1	330823	331263	+	441	365	430	29	2141	1534	1405
gene-SAOUHSC_00317	CP000253.1	331346	332704	-	1359	4085	9118	1864	4349	3313	2788
gene-SAOUHSC_00318	CP000253.1	333012	333938	+	927	1370	2547	587	937	893	810
gene-SAOUHSC_00319	CP000253.1	333952	335013	+	1062	2526	4378	1465	2599	2030	2115
gene-SAOUHSC_00320	CP000253.1	335027	335593	+	567	1277	2029	308	1665	1257	1219
gene-SAOUHSC_00322	CP000253.1	335653	336648	-	996	840	852	193	525	394	322
gene-SAOUHSC_00323	CP000253.1	336647	337054	+	408	62	73	48	144	70	94
gene-SAOUHSC_00324	CP000253.1	337067	337612	+	546	2946	7538	1211	661	466	382
gene-SAOUHSC_00325	CP000253.1	337880	338734	+	855	238	588	29	315	170	195
gene-SAOUHSC_00326	CP000253.1	338731	339960	+	1230	343	738	227	811	535	558
gene-SAOUHSC_00327	CP000253.1	339971	341653	+	1683	534	888	120	1461	836	1035
gene-SAOUHSC_00328	CP000253.1	341746	342402	-	657	2794	5766	877	1531	1252	950
gene-SAOUHSC_00329	CP000253.1	342464	342688	-	225	1410	3499	498	771	582	389
gene-SAOUHSC_00330	CP000253.1	342788	343177	-	390	2124	5122	225	943	584	454
gene-SAOUHSC_00331	CP000253.1	343418	343621	+	204	78	158	16	200	152	177
gene-SAOUHSC_00332	CP000253.1	343618	344331	+	714	576	734	74	1313	902	1104
gene-SAOUHSC_00333	CP000253.1	344356	345198	+	843	1000	1382	216	2753	1827	2297
gene-SAOUHSC_00334	CP000253.1	345198	345827	+	630	2195	2637	265	3781	2315	2920
gene-SAOUHSC_00335	CP000253.1	346194	347327	-	1134	1941	2603	122	928	570	640
gene-SAOUHSC_A00332	CP000253.1	347735	347893	-	159	988	962	24	429	538	288
gene-SAOUHSC_00336	CP000253.1	347866	349047	+	1182	10269	9367	3694	7467	6908	5365
gene-SAOUHSC_00337	CP000253.1	349130	349882	-	753	2438	3306	957	6032	3528	3597
gene-SAOUHSC_00338	CP000253.1	349925	352153	-	2229	4756	8406	942	10950	6464	6932
gene-SAOUHSC_00339	CP000253.1	352150	353991	-	1842	3240	5849	867	4955	3184	3245
gene-SAOUHSC_00340	CP000253.1	353960	355120	-	1161	1893	3500	713	2260	1624	1424
gene-SAOUHSC_00341	CP000253.1	355117	356220	-	1104	2354	4328	487	1802	1449	1282
gene-SAOUHSC_00342	CP000253.1	356884	357729	+	846	1212	1567	270	3874	3086	3841
gene-SAOUHSC_00344	CP000253.1	357886	358767	+	882	1516	2345	471	4588	4017	4577
gene-SAOUHSC_00345	CP000253.1	358797	359000	+	204	589	1181	63	1149	1073	1229
gene-SAOUHSC_00346	CP000253.1	359012	360109	+	1098	4747	6764	1238	12457	9696	11637
gene-SAOUHSC_00347	CP000253.1	360195	360386	-	192	1634	942	33	41440	22203	29851
gene-SAOUHSC_00348	CP000253.1	360630	360926	+	297	24338	30665	5374	48104	43918	43245
gene-SAOUHSC_00349	CP000253.1	360947	361450	+	504	39370	48777	20463	81754	74073	77568
gene-SAOUHSC_00350	CP000253.1	361502	361744	+	243	18306	23079	11700	39089	35740	37240
gene-SAOUHSC_00351	CP000253.1	362010	362948	-	939	392	734	47	424	301	408
gene-SAOUHSC_00352	CP000253.1	362987	363298	-	312	149	313	67	187	139	145
gene-SAOUHSC_00353	CP000253.1	363376	363534	-	159	121	250	27	171	165	169
gene-SAOUHSC_00354	CP000253.1	363894	364505	+	612	1144	1791	119	1202	708	838
gene-SAOUHSC_00355	CP000253.1	364874	365242	+	369	180	325	10	265	188	241
gene-SAOUHSC_00356	CP000253.1	365423	365995	+	573	59169	72582	14369	16141	16670	12321
gene-SAOUHSC_00357	CP000253.1	366133	366396	-	264	3880	6431	336	3344	2289	1942
gene-SAOUHSC_00358	CP000253.1	366696	366947	+	252	107806	124507	77124	27107	28668	14640
gene-SAOUHSC_A00354	CP000253.1	366986	367195	-	210	41	40	9	83	61	108
gene-SAOUHSC_00359	CP000253.1	367373	367954	+	582	897	890	93	1626	1302	1441
gene-SAOUHSC_00360	CP000253.1	368020	368403	-	384	1059	1512	163	917	854	836
gene-SAOUHSC_00362	CP000253.1	368658	369284	-	627	2001	2754	252	2457	1669	2032
gene-SAOUHSC_00363	CP000253.1	369357	369650	-	294	475	488	19	266	196	232
gene-SAOUHSC_00364	CP000253.1	369729	371252	-	1524	32701	55874	10280	89747	78313	61442
gene-SAOUHSC_00365	CP000253.1	371268	371837	-	570	15783	29139	4230	33387	29743	23749
gene-SAOUHSC_00366	CP000253.1	372329	373084	+	756	4775	5125	1769	6336	5652	5647
gene-SAOUHSC_00367	CP000253.1	373165	374553	-	1389	2066	1849	744	17815	12393	15355
gene-SAOUHSC_00368	CP000253.1	374638	374739	+	102	133	158	11	1128	649	1174
gene-SAOUHSC_00369	CP000253.1	375530	376486	-	957	9160	11229	3976	12532	8565	9677
gene-SAOUHSC_00370	CP000253.1	376604	377266	-	663	9073	14594	1332	4185	4025	2822
gene-SAOUHSC_00371	CP000253.1	377409	377816	-	408	22656	22046	2822	11220	10666	6038
gene-SAOUHSC_00372	CP000253.1	378329	378907	+	579	1651	2157	325	1403	674	1093
gene-SAOUHSC_00373	CP000253.1	378907	380175	+	1269	4352	6151	1480	4332	2636	3379
gene-SAOUHSC_00374	CP000253.1	380213	381679	+	1467	15814	28218	8813	10947	7521	8888
gene-SAOUHSC_00375	CP000253.1	381704	383245	+	1542	23319	34529	10873	16603	10748	12633
gene-SAOUHSC_00376	CP000253.1	383358	383894	-	537	409	541	33	814	593	677
gene-SAOUHSC_00377	CP000253.1	384287	384991	-	705	171	193	17	195	138	186
gene-SAOUHSC_00378	CP000253.1	385390	385662	-	273	21	26	7	67	37	69
gene-SAOUHSC_00380	CP000253.1	385933	386193	+	261	197	283	19	196	128	163
gene-SAOUHSC_00381	CP000253.1	386599	386958	-	360	308	396	45	501	378	340
gene-SAOUHSC_00382	CP000253.1	386977	387822	-	846	626	823	108	1005	783	669
gene-SAOUHSC_00383	CP000253.1	388294	388974	+	681	894	1238	113	1994	1635	1542
gene-SAOUHSC_00384	CP000253.1	389260	389955	+	696	307	382	50	661	440	438
gene-SAOUHSC_00386	CP000253.1	390246	391316	+	1071	268	311	52	812	534	676
gene-SAOUHSC_00387	CP000253.1	391435	391572	+	138	10	6	0	21	19	21
gene-SAOUHSC_00389	CP000253.1	391681	392607	+	927	228	246	40	400	277	291
gene-SAOUHSC_00390	CP000253.1	392971	393675	+	705	105	75	6	310	154	192
gene-SAOUHSC_A00379	CP000253.1	393579	393878	-	300	12	5	0	36	25	28
gene-SAOUHSC_00391	CP000253.1	394121	394816	+	696	174	223	41	478	287	302
gene-SAOUHSC_00392	CP000253.1	395237	395932	+	696	454	504	42	684	410	557
gene-SAOUHSC_00393	CP000253.1	396276	396974	+	699	174	173	15	384	188	227
gene-SAOUHSC_00394	CP000253.1	397354	398052	+	699	169	204	13	363	208	307
gene-SAOUHSC_00395	CP000253.1	398418	399101	+	684	342	501	14	751	423	609
gene-SAOUHSC_00396	CP000253.1	399186	399287	-	102	25	28	0	63	35	37
gene-SAOUHSC_00397	CP000253.1	399449	400921	+	1473	2051	2069	677	889	599	564
gene-SAOUHSC_00398	CP000253.1	400914	402125	+	1212	702	833	277	460	298	370
gene-SAOUHSC_00399	CP000253.1	402508	403185	+	678	178	220	9	201	167	130
gene-SAOUHSC_00400	CP000253.1	403207	404715	+	1509	929	1080	196	1375	1018	868
gene-SAOUHSC_00401	CP000253.1	404819	405127	-	309	4412	3340	308	6683	5061	3332
gene-SAOUHSC_00402	CP000253.1	405465	406283	+	819	220	310	25	230	144	190
gene-SAOUHSC_00404	CP000253.1	406302	407087	+	786	285	327	52	351	235	356
gene-SAOUHSC_00405	CP000253.1	407345	408082	+	738	875	1409	134	688	415	627
gene-SAOUHSC_00406	CP000253.1	408072	409400	+	1329	1855	2060	301	1751	1076	1399
gene-SAOUHSC_00407	CP000253.1	409397	409720	+	324	599	941	64	604	387	513
gene-SAOUHSC_00408	CP000253.1	409739	410053	+	315	632	850	120	699	462	548
gene-SAOUHSC_00409	CP000253.1	410343	410603	-	261	298	472	25	1087	521	905
gene-SAOUHSC_00410	CP000253.1	410722	411924	+	1203	544	734	108	11017	6917	8382
gene-SAOUHSC_00411	CP000253.1	412193	412321	+	129	20	20	2	715	442	564
gene-SAOUHSC_00412	CP000253.1	413512	414996	+	1485	9179	10188	2485	4278	3873	2754
gene-SAOUHSC_00413	CP000253.1	415009	417714	+	2706	29391	38603	15323	12468	12807	7603
gene-SAOUHSC_00414	CP000253.1	417876	418238	+	363	7325	8911	1468	3423	2695	2182
gene-SAOUHSC_00415	CP000253.1	418467	418883	-	417	308	460	42	128	99	87
gene-SAOUHSC_00416	CP000253.1	418921	419595	+	675	1926	2645	244	2152	1693	1404
gene-SAOUHSC_00417	CP000253.1	419632	420366	+	735	3314	3878	532	3851	2850	2695
gene-SAOUHSC_00418	CP000253.1	420544	420657	+	114	38	45	14	104	88	75
gene-SAOUHSC_00420	CP000253.1	420822	422159	+	1338	11166	16730	2912	7902	4517	4521
gene-SAOUHSC_00421	CP000253.1	422376	423290	+	915	167	194	59	3320	2101	2911
gene-SAOUHSC_00422	CP000253.1	423274	424416	+	1143	412	408	75	13851	7588	12250
gene-SAOUHSC_00423	CP000253.1	424710	425735	+	1026	900	1667	179	3427	2326	3144
gene-SAOUHSC_00424	CP000253.1	425739	426398	+	660	295	572	98	1872	1248	1735
gene-SAOUHSC_00426	CP000253.1	426435	427277	+	843	994	2452	138	7045	4134	6114
gene-SAOUHSC_00427	CP000253.1	427609	428613	+	1005	12759	14493	6603	2733	2471	3235
gene-SAOUHSC_00428	CP000253.1	428798	429067	-	270	1161	859	22	1912	1117	1443
gene-SAOUHSC_00429	CP000253.1	429216	429611	+	396	603	783	156	655	552	549
gene-SAOUHSC_00430	CP000253.1	429601	430086	+	486	1808	2357	944	2680	1899	1978
gene-SAOUHSC_00431	CP000253.1	430255	431037	-	783	971	1652	185	2880	1761	2381
gene-SAOUHSC_00433	CP000253.1	431034	432152	-	1119	1165	1981	424	1715	1089	1243
gene-SAOUHSC_00434	CP000253.1	432267	433151	-	885	439	494	49	599	430	411
gene-SAOUHSC_00435	CP000253.1	433332	437831	+	4500	85461	124658	28739	16852	10395	20673
gene-SAOUHSC_00436	CP000253.1	437849	439312	+	1464	34983	43436	12622	13932	8561	17058
gene-SAOUHSC_T00048	CP000253.1	439581	439673	+	93	2271	1327	933	4322	2847	3482
gene-SAOUHSC_00437	CP000253.1	440144	441571	+	1428	6673	7467	1790	8787	15112	8634
gene-SAOUHSC_00438	CP000253.1	441635	443275	+	1641	1200	1564	360	3378	4744	3425
gene-SAOUHSC_00439	CP000253.1	443300	444028	+	729	926	1040	231	2544	2920	2556
gene-SAOUHSC_00440	CP000253.1	444428	444529	+	102	58	30	16	452	352	412
gene-SAOUHSC_00441	CP000253.1	444667	445191	+	525	1427	1782	365	1195	997	1110
gene-SAOUHSC_00442	CP000253.1	445284	446957	+	1674	7074	8621	2074	12544	11760	12914
gene-SAOUHSC_00444	CP000253.1	447047	447364	+	318	5008	7984	3386	5336	5220	5396
gene-SAOUHSC_00445	CP000253.1	447371	447967	+	597	7482	9576	2645	10253	8059	9402
gene-SAOUHSC_00446	CP000253.1	448172	448270	+	99	18	16	4	56	52	51
gene-SAOUHSC_R0001	CP000253.1	448819	450374	+	1556	3764	2863	6343	2533	1325	326
gene-SAOUHSC_R0006	CP000253.1	450739	453661	+	2923	12730	9215	19318	14233	15471	4153
gene-SAOUHSC_R00011	CP000253.1	453734	453847	+	114	1	1	6	7	21	15
gene-SAOUHSC_00450	CP000253.1	454730	456067	+	1338	1308	1451	218	1015	653	598
gene-SAOUHSC_00451	CP000253.1	456069	456686	+	618	897	1109	116	668	570	553
gene-SAOUHSC_00452	CP000253.1	456714	457043	+	330	9293	13489	3014	5271	6001	4179
gene-SAOUHSC_00453	CP000253.1	457162	457338	-	177	650	1061	89	246	200	193
gene-SAOUHSC_00454	CP000253.1	457344	458183	+	840	2188	2920	125	680	610	616
gene-SAOUHSC_00455	CP000253.1	458184	458987	+	804	1074	1651	360	1582	1110	1340
gene-SAOUHSC_00456	CP000253.1	459034	459351	+	318	583	599	95	1304	846	997
gene-SAOUHSC_00457	CP000253.1	459625	460350	+	726	328	368	62	591	477	486
gene-SAOUHSC_00458	CP000253.1	460343	460591	+	249	125	167	28	198	175	146
gene-SAOUHSC_00459	CP000253.1	460593	461432	+	840	473	461	100	736	494	447
gene-SAOUHSC_00460	CP000253.1	461457	461612	-	156	17	13	0	18	10	15
gene-SAOUHSC_00461	CP000253.1	461717	463690	+	1974	12080	17678	1816	6934	5159	4904
gene-SAOUHSC_00462	CP000253.1	463721	464494	+	774	6616	9268	3938	5301	3671	3870
gene-SAOUHSC_00463	CP000253.1	464661	465197	+	537	1260	2565	368	490	397	390
gene-SAOUHSC_00464	CP000253.1	465208	466101	+	894	1751	2769	944	689	588	464
gene-SAOUHSC_00465	CP000253.1	466201	466464	+	264	26283	15736	1570	38556	37036	25575
gene-SAOUHSC_00466	CP000253.1	466774	467622	+	849	10846	15103	4091	13408	13397	11700
gene-SAOUHSC_00467	CP000253.1	467636	468460	+	825	14309	18461	2469	16846	15520	14600
gene-SAOUHSC_00468	CP000253.1	468477	468857	+	381	56505	78672	25933	30469	29318	22091
gene-SAOUHSC_00469	CP000253.1	468929	469231	+	303	57641	71679	34756	37282	36217	26224
gene-SAOUHSC_00470	CP000253.1	469421	469552	+	132	23	66	27	21	30	24
gene-SAOUHSC_00471	CP000253.1	469575	470927	+	1353	17073	17251	10380	13800	14219	11649
gene-SAOUHSC_00472	CP000253.1	471074	472039	+	966	14513	16533	3748	16367	16622	13732
gene-SAOUHSC_00473	CP000253.1	472097	472207	-	111	1921	3036	141	3341	2618	3034
gene-SAOUHSC_00474	CP000253.1	472189	472842	+	654	34172	30284	14216	211275	174772	222905
gene-SAOUHSC_00475	CP000253.1	473153	473725	+	573	2103	2530	406	795	581	497
gene-SAOUHSC_00477	CP000253.1	473725	477231	+	3507	8410	11439	2269	8046	6122	5688
gene-SAOUHSC_00479	CP000253.1	477221	478747	+	1527	3679	4656	450	3910	2983	2678
gene-SAOUHSC_00480	CP000253.1	478747	479940	+	1194	6116	8991	1821	6466	5084	4822
gene-SAOUHSC_00481	CP000253.1	479937	480200	+	264	1938	3544	488	1908	1562	1602
gene-SAOUHSC_00482	CP000253.1	480218	480610	+	393	3307	4952	639	3831	2384	2871
gene-SAOUHSC_00483	CP000253.1	480715	481116	+	402	17368	17990	2678	11314	8540	7419
gene-SAOUHSC_00484	CP000253.1	481296	482591	+	1296	1765	2391	518	1188	933	808
gene-SAOUHSC_00485	CP000253.1	482596	483135	+	540	2270	2889	468	1420	1311	1048
gene-SAOUHSC_00486	CP000253.1	483392	485485	+	2094	59731	72165	17633	43694	37666	27162
gene-SAOUHSC_00487	CP000253.1	485714	486595	+	882	6354	6860	2008	5724	4924	3917
gene-SAOUHSC_00488	CP000253.1	486774	487706	+	933	17693	27869	10934	20861	15932	16485
gene-SAOUHSC_00489	CP000253.1	487922	488725	+	804	730	940	193	772	598	642
gene-SAOUHSC_00490	CP000253.1	488703	489068	+	366	535	659	62	827	616	794
gene-SAOUHSC_00491	CP000253.1	489065	489541	+	477	2925	3297	489	4687	4236	4858
gene-SAOUHSC_00492	CP000253.1	489935	490027	+	93	1083	2096	84	1235	804	1590
gene-SAOUHSC_00493	CP000253.1	490080	491567	+	1488	25604	34562	7653	36928	31444	38632
gene-SAOUHSC_R00016	CP000253.1	492125	492239	+	115	58	23	52	179	107	68
gene-SAOUHSC_T00059	CP000253.1	492252	492327	+	76	27	18	22	104	99	57
gene-SAOUHSC_T00053	CP000253.1	492344	492419	+	76	904	275	465	1674	1677	1117
gene-SAOUHSC_T00035	CP000253.1	492426	492498	+	73	632	280	415	654	617	443
gene-SAOUHSC_T00021	CP000253.1	492532	492606	+	75	267	120	232	417	336	308
gene-SAOUHSC_T00030	CP000253.1	492614	492702	+	89	344	60	64	416	265	232
gene-SAOUHSC_T0004	CP000253.1	492708	492784	+	77	1171	1005	769	2351	1897	1751
gene-SAOUHSC_T00044	CP000253.1	492805	492878	+	74	387	298	226	293	213	191
gene-SAOUHSC_T0001	CP000253.1	492902	492977	+	76	392	494	346	756	426	268
gene-SAOUHSC_R0002	CP000253.1	493099	494653	+	1555	3983	2999	6884	2617	1512	350
gene-SAOUHSC_R0007	CP000253.1	495018	497940	+	2923	11844	8906	18275	14081	15867	4339
gene-SAOUHSC_R00012	CP000253.1	498013	498127	+	115	73	9	63	73	54	31
gene-SAOUHSC_00497	CP000253.1	498652	500034	-	1383	550	563	33	1283	799	839
gene-SAOUHSC_00499	CP000253.1	500138	501025	+	888	2422	2407	1078	1646	1321	1127
gene-SAOUHSC_00500	CP000253.1	501029	501589	+	561	2040	2335	280	1393	1048	950
gene-SAOUHSC_00501	CP000253.1	501797	503011	-	1215	12456	14185	1080	3576	2959	2392
gene-SAOUHSC_00502	CP000253.1	503169	503630	+	462	6651	2357	101	9085	9142	4665
gene-SAOUHSC_00503	CP000253.1	503727	504215	+	489	6019	3002	272	10778	10839	5930
gene-SAOUHSC_00504	CP000253.1	504205	505212	+	1008	13560	5880	233	24744	25383	14313
gene-SAOUHSC_00505	CP000253.1	505226	507682	+	2457	43698	23718	3424	72774	66534	37852
gene-SAOUHSC_00506	CP000253.1	507610	507768	-	159	23	3	0	19	29	10
gene-SAOUHSC_00507	CP000253.1	508197	509531	+	1335	13373	20483	6628	4522	4034	2750
gene-SAOUHSC_00508	CP000253.1	509574	510629	+	1056	7383	12524	1489	3105	2516	2012
gene-SAOUHSC_00509	CP000253.1	511186	512640	+	1455	16387	25075	3689	8243	7022	5422
gene-SAOUHSC_00510	CP000253.1	513063	513710	+	648	2276	4656	1601	804	750	471
gene-SAOUHSC_00511	CP000253.1	513694	515094	+	1401	6999	11650	2562	1891	1813	1152
gene-SAOUHSC_00512	CP000253.1	515087	515491	+	405	2495	5285	613	667	605	416
gene-SAOUHSC_00513	CP000253.1	515499	516245	+	747	3847	5880	2133	1182	1067	702
gene-SAOUHSC_00514	CP000253.1	516245	516769	+	525	4012	6732	899	1342	1194	793
gene-SAOUHSC_00515	CP000253.1	516850	517419	+	570	2434	3511	249	729	636	487
gene-SAOUHSC_00516	CP000253.1	517697	517915	+	219	3573	5694	628	2319	1876	1836
gene-SAOUHSC_00517	CP000253.1	517928	518476	+	549	6836	8159	2406	5492	4731	3786
gene-SAOUHSC_00518	CP000253.1	518657	519079	+	423	44870	41873	13483	75101	64409	57345
gene-SAOUHSC_00519	CP000253.1	519287	519979	+	693	53499	43923	10457	63616	71394	48226
gene-SAOUHSC_00520	CP000253.1	520251	520751	+	501	59762	95149	8592	73365	71367	57976
gene-SAOUHSC_00521	CP000253.1	520794	521162	+	369	37432	41858	11702	43899	36186	34785
gene-SAOUHSC_00523	CP000253.1	521337	521945	+	609	5600	6108	2169	8304	8992	6442
gene-SAOUHSC_00524	CP000253.1	522301	525711	+	3411	117124	119222	56465	244431	214905	165761
gene-SAOUHSC_00525	CP000253.1	525875	529471	+	3597	157354	148378	69168	315412	256066	194008
gene-SAOUHSC_00526	CP000253.1	529608	529862	+	255	12117	7120	1277	20537	19638	13584
gene-SAOUHSC_00527	CP000253.1	529960	530373	+	414	58444	72084	30044	108211	113244	88460
gene-SAOUHSC_00528	CP000253.1	530439	530909	+	471	60815	62424	26171	106963	105809	85930
gene-SAOUHSC_00529	CP000253.1	531032	533113	+	2082	332543	301147	194557	530828	517347	402023
gene-SAOUHSC_00530	CP000253.1	533330	534514	+	1185	339826	281155	187750	393577	364039	283449
gene-SAOUHSC_00531	CP000253.1	534796	535971	-	1176	4011	5546	1518	2406	1996	1686
gene-SAOUHSC_00532	CP000253.1	536142	537329	+	1188	16283	24253	3647	6459	5826	4450
gene-SAOUHSC_00533	CP000253.1	537595	538473	+	879	21187	67083	8455	8319	6547	3506
gene-SAOUHSC_00534	CP000253.1	538632	540269	+	1638	1356	2143	311	1065	774	661
gene-SAOUHSC_00535	CP000253.1	540483	541448	+	966	5145	5444	845	25160	21378	18479
gene-SAOUHSC_00536	CP000253.1	541783	542859	+	1077	19467	24002	5107	4199	3937	2735
gene-SAOUHSC_00537	CP000253.1	542832	543005	+	174	1663	2724	169	311	276	264
gene-SAOUHSC_00538	CP000253.1	543109	543792	+	684	1867	2841	460	453	353	322
gene-SAOUHSC_00539	CP000253.1	543908	544570	-	663	1162	1570	168	1090	778	749
gene-SAOUHSC_00540	CP000253.1	544563	545180	-	618	521	503	33	134	87	125
gene-SAOUHSC_00541	CP000253.1	545247	545717	+	471	1328	1268	382	376	271	255
gene-SAOUHSC_00542	CP000253.1	545864	546733	+	870	1626	2159	208	979	538	688
gene-SAOUHSC_00543	CP000253.1	546754	547320	+	567	1314	1619	157	1480	805	1154
gene-SAOUHSC_A00526	CP000253.1	547608	547865	-	258	0	0	0	0	0	0
gene-SAOUHSC_00544	CP000253.1	547751	550738	+	2988	3593	4236	2845	32042	19531	37993
gene-SAOUHSC_00545	CP000253.1	551105	555154	+	4050	7695	6278	2999	16195	12511	16394
gene-SAOUHSC_00547	CP000253.1	555273	556745	+	1473	2883	3393	225	1381	1009	1023
gene-SAOUHSC_00548	CP000253.1	556869	558359	-	1491	4123	4668	345	5532	4059	4673
gene-SAOUHSC_00549	CP000253.1	558641	559519	-	879	7238	7191	1055	11374	9203	7222
gene-SAOUHSC_00550	CP000253.1	559532	560197	-	666	5238	5851	1318	6448	4953	3871
gene-SAOUHSC_00551	CP000253.1	560211	560573	-	363	4181	5089	614	3514	2765	2265
gene-SAOUHSC_00552	CP000253.1	560849	561607	+	759	1828	2011	152	2283	1991	1589
gene-SAOUHSC_00553	CP000253.1	561684	562316	+	633	9257	14747	3344	3875	3795	2687
gene-SAOUHSC_00554	CP000253.1	562363	562866	+	504	10664	16229	8544	4678	4577	3179
gene-SAOUHSC_00555	CP000253.1	562979	563626	+	648	886	581	231	2298	1817	1781
gene-SAOUHSC_00556	CP000253.1	564128	565528	+	1401	7041	6470	1084	31973	25116	29166
gene-SAOUHSC_00557	CP000253.1	566072	567448	+	1377	350	222	25	3695	2478	3517
gene-SAOUHSC_00558	CP000253.1	567450	568589	+	1140	1147	1128	386	5154	3961	5039
gene-SAOUHSC_00559	CP000253.1	568564	568929	+	366	355	467	34	1507	923	1440
gene-SAOUHSC_00560	CP000253.1	568932	569201	+	270	881	570	64	5297	2531	2799
gene-SAOUHSC_00561	CP000253.1	569402	569569	-	168	48631	19815	904	233436	188110	176341
gene-SAOUHSC_00562	CP000253.1	570076	570906	-	831	6200	8903	2229	3105	2615	2691
gene-SAOUHSC_00564	CP000253.1	571090	571746	+	657	1020	1251	245	852	749	636
gene-SAOUHSC_00565	CP000253.1	571747	572127	+	381	810	1264	224	749	655	608
gene-SAOUHSC_00567	CP000253.1	572260	572628	+	369	558	881	210	750	561	534
gene-SAOUHSC_00569	CP000253.1	572749	574233	+	1485	74094	101124	26928	24044	31556	17614
gene-SAOUHSC_00571	CP000253.1	574375	574827	-	453	1692	2717	514	1007	906	728
gene-SAOUHSC_00572	CP000253.1	574840	575490	-	651	2617	3861	797	1511	1408	1123
gene-SAOUHSC_00573	CP000253.1	576153	576905	-	753	5527	6099	520	3102	2428	1419
gene-SAOUHSC_00574	CP000253.1	577073	578059	+	987	21169	16762	4612	23990	20807	19920
gene-SAOUHSC_00575	CP000253.1	578134	578898	+	765	16270	12460	1830	23439	17411	19477
gene-SAOUHSC_00577	CP000253.1	579485	580405	+	921	1947	2317	505	5019	4596	4139
gene-SAOUHSC_00578	CP000253.1	580410	581393	+	984	5502	5609	4283	8495	8906	6968
gene-SAOUHSC_00579	CP000253.1	581406	582482	+	1077	8152	7419	4190	10240	10187	8458
gene-SAOUHSC_00580	CP000253.1	582659	583000	+	342	1138	1483	142	5666	4320	4845
gene-SAOUHSC_00581	CP000253.1	583052	584374	-	1323	1730	2464	368	10524	6340	5452
gene-SAOUHSC_00582	CP000253.1	584361	584777	-	417	301	520	32	2200	1360	1131
gene-SAOUHSC_00583	CP000253.1	584859	584960	+	102	7	3	0	25	18	33
gene-SAOUHSC_00584	CP000253.1	585426	586835	+	1410	988	1760	215	1149	1006	923
gene-SAOUHSC_00585	CP000253.1	586908	587465	+	558	70	130	35	57	27	46
gene-SAOUHSC_00586	CP000253.1	587591	588232	+	642	194	243	55	229	164	178
gene-SAOUHSC_00587	CP000253.1	588392	588937	+	546	269	336	57	352	227	234
gene-SAOUHSC_00588	CP000253.1	589012	589641	+	630	279	359	53	276	189	255
gene-SAOUHSC_00589	CP000253.1	589698	589814	+	117	121	193	9	152	103	147
gene-SAOUHSC_00591	CP000253.1	589837	590430	+	594	202	276	26	190	138	157
gene-SAOUHSC_00592	CP000253.1	590589	591230	+	642	241	387	40	308	205	249
gene-SAOUHSC_00593	CP000253.1	591277	591744	+	468	142	168	16	158	81	116
gene-SAOUHSC_00595	CP000253.1	591777	591905	+	129	36	66	3	16	2	27
gene-SAOUHSC_00596	CP000253.1	592358	592987	+	630	84	70	13	116	80	98
gene-SAOUHSC_00598	CP000253.1	593183	593752	+	570	100	123	9	162	104	115
gene-SAOUHSC_00599	CP000253.1	593789	594424	+	636	142	185	14	114	65	121
gene-SAOUHSC_00600	CP000253.1	594375	594635	+	261	118	182	17	193	129	112
gene-SAOUHSC_00602	CP000253.1	594659	595285	+	627	149	216	66	191	108	120
gene-SAOUHSC_00603	CP000253.1	595555	596493	+	939	1877	2708	568	1534	1235	1024
gene-SAOUHSC_00604	CP000253.1	596704	597240	+	537	9940	13645	1377	4487	4931	2316
gene-SAOUHSC_00605	CP000253.1	597409	597885	+	477	1325	2034	90	656	367	384
gene-SAOUHSC_00606	CP000253.1	597925	599220	+	1296	6170	7906	965	4660	3066	2609
gene-SAOUHSC_00607	CP000253.1	599248	599769	+	522	3188	3441	473	2771	1879	1642
gene-SAOUHSC_00608	CP000253.1	600268	601278	+	1011	55897	80886	16029	4111	3420	2322
gene-SAOUHSC_00609	CP000253.1	601353	601460	+	108	77	39	8	11	9	12
gene-SAOUHSC_00610	CP000253.1	601586	601969	+	384	1381	2063	73	642	481	468
